SEX,MALE.STAGE,FEMALE.STAGE,CONFIRM.,filename_image,image_size,bgr_pixel_m,bgr_pixel_f,hsv_pixel_m,hsv_pixel_f,lab_pixel_m,lab_pixel_f,ycrcb_pixel_m,ycrcb_pixel_f,bgr,hsv,lab,ycrb,,BEST,bgr_perc_f_total,bgr_perc_m_total,bgr_perc_f_gonad,bgr_perc_m_gonad,bgr_perc_gonad_total,hsv_perc_f_total,hsv_perc_m_total,hsv_perc_f_gonad,hsv_perc_m_gonad,hsv_perc_gonad_total,lab_perc_f_total,lab_perc_m_total,lab_perc_f_gonad,lab_perc_m_gonad,lab_perc_gonad_total,ycrcb_perc_f_total,ycrcb_perc_m_total,ycrcb_perc_f_gonad,ycrcb_perc_m_gonad,ycrcb_perc_gonad_total,magnification
HPM,3,1,,20180924-angasi121-40x-scale.tif,307200,101383,12637.5,103287,181483.5,118943,4255,73708,220269.5,,,,,,,4.113769531,33.00227865,11.08353322,88.91646678,37.11604818,59.07666016,33.62207031,63.72974026,36.27025974,92.69873047,1.385091146,38.71842448,3.453789834,96.54621017,40.10351563,71.7023112,23.99348958,74.92733287,25.07266713,95.69580078,40x
HPM,3,1,,20180924-angasi121-10x-scale.tif,307200,54742,0,47168.5,8098,47717,70351.5,31601,198833,,,,,,,0,17.81966146,0,100,17.81966146,2.636067708,15.35432943,14.65263767,85.34736233,17.99039714,22.90087891,15.5328776,59.58532547,40.41467453,38.43375651,64.72428385,10.28678385,86.28631192,13.71368808,75.01106771,10x
HPM,2,5,,20180924-angasi122-10x-tiled-scale.tif,17880320,1822402.5,0,3686705,5078803,3710024.5,7020516.5,3650373.5,8747540,,,,,,,0,10.19222531,0,100,10.19222531,28.40443012,20.61878646,57.94077194,42.05922806,49.02321659,39.26393096,20.74920639,65.42555962,34.57444038,60.01313735,48.92272622,20.41559379,70.5565497,29.4434503,69.33832001,10x
HPM,2,5,,20180924-angasi122-10x-scale.tif,307200,40333.5,0,51342.5,3902.5,45951.5,98385.5,44337.5,126529,,,,,,,0,13.12939453,0,100,13.12939453,1.270345052,16.71305339,7.063987691,92.93601231,17.98339844,32.02652995,14.95817057,68.1637418,31.8362582,46.98470052,41.18782552,14.43277995,74.05137929,25.94862071,55.62060547,10x
HPM,2,5,,20180924-angasi122-10x-tiled.tif,17880320,2219942.5,0,4051690.5,4179330,4223494,16033896.5,4530365,16444018,,,,,,,0,12.41556359,0,100,12.41556359,23.37391053,22.66005586,50.77535647,49.22464353,46.03396639,89.67343146,23.62090835,79.15084867,20.84915133,113.2943398,91.96713482,25.3371584,78.40048501,21.59951499,117.3042932,10x
HPM,2,5,,20180924-angasi122-10x.tif,4915200,865730,66094.5,931882.5,63629,872989,1835091.5,808579,2064071,,,,,,,1.344696045,17.61332194,7.093020199,92.9069798,18.95801799,1.294535319,18.959198,6.391588646,93.60841135,20.25373332,37.33503215,17.76100667,67.7635506,32.2364494,55.09603882,41.993632,16.45058187,71.85250553,28.14749447,58.44421387,10x
HPM,2,1,,20180924-angasi123-40x.tif,4915200,1953649,1103642.5,2422274,2623409.5,2439814,224796.5,1646390,4566236.5,,,,,,,22.45366414,39.74709066,36.09870043,63.90129957,62.2007548,53.37340291,49.28129069,51.99314424,48.00685576,102.6546936,4.573496501,49.6381429,8.436373721,91.56362628,54.2116394,92.90031942,33.4958903,73.49929213,26.50070787,126.3962097,40x
HPM,2,1,,20180924-angasi123-10x-scale.tif,307200,50595,0,56116.5,9684.5,52761,45267.5,44161,172444.5,,,,,,,0,16.46972656,0,100,16.46972656,3.15250651,18.26708984,14.71786143,85.28213857,21.41959635,14.73551432,17.17480469,46.17789724,53.82210276,31.91031901,56.13427734,14.37532552,79.61224438,20.38775562,70.50960286,10x
HPM,2,1,,20180924-angasi123-40x-scale.tif,307200,100682,26692.5,131018,224343,129400,12251.5,84961,283102,,,,,,,8.688964844,32.77408854,20.95592132,79.04407868,41.46305339,73.02832031,42.64908854,63.13101325,36.86898675,115.6774089,3.98811849,42.12239583,8.649043603,91.3509564,46.11051432,92.15559896,27.65657552,76.9167235,23.0832765,119.8121745,40x
HPM,2,1,,20180924-angasi123-60x.tif,4915200,1139382.5,0,822049.5,224278.5,724516,1433765,904945.5,2429614,,,,,,,0,23.18079631,0,100,23.18079631,4.562957764,16.72463989,21.43481776,78.56518224,21.28759766,29.1700236,14.74031576,66.43087717,33.56912283,43.91033936,49.43062337,18.41116333,72.86161785,27.13838215,67.8417867,60x
HPM,2,1,,20180924-angasi134-10x.tif,4915200,557101,875200.5,458140,243766.5,574924.5,2162616,178765.5,2818337.5,,,,,,,17.80599976,11.33424886,61.10448813,38.89551187,29.14024862,4.959442139,9.320882161,34.72919826,65.27080174,14.2803243,43.99853516,11.6968689,78.99850249,21.00149751,55.69540405,57.33922323,3.636993408,94.03539018,5.964609825,60.97621663,10x
HPM,3,NA,,20180924-angasi142-10x-scale.tif,4915200,341256.5,0,261590.5,1221723,507753,2999754.5,90108.5,2994967.5,,,,,,,0,6.942881266,0,100,6.942881266,24.85601807,5.322072347,82.36444959,17.63555041,30.17809041,61.03016154,10.33026123,85.52382283,14.47617717,71.36042277,60.93276978,1.833262126,97.07921296,2.920787041,62.7660319,10x
HPM,3,NA,,20180924-angasi142-10x-tiled-scale.tif,17836408,628590,0,771359.5,9266251,832638,12949514,764577.5,13080550,,,,,,,0,3.524196127,0,100,3.524196127,51.95132899,4.324634758,92.31530751,7.684692487,56.27596375,72.60157987,4.668193282,93.95857773,6.041422268,77.26977315,73.33623452,4.286611407,94.47764204,5.522357956,77.62284592,10x
HPM,3,NA,,20180924-angasi142-10x-tiled.tif,17836408,1439137.5,0,924703,4708527,1602517.5,17578291,1339286,17679768.5,,,,,,,0,8.0685388,0,100,8.0685388,26.39840376,5.184356626,83.58485274,16.41514726,31.58276039,98.55286446,8.984530405,91.64520359,8.35479641,107.5373949,99.12179908,7.508720366,92.95818833,7.041811674,106.6305194,10x
HPM,3,NA,,20180924-angasi142-10x.tif,4915200,341256.5,0,261590.5,1221723,507753,2999754.5,90108.5,2994967.5,,,,,,,0,6.942881266,0,100,6.942881266,24.85601807,5.322072347,82.36444959,17.63555041,30.17809041,61.03016154,10.33026123,85.52382283,14.47617717,71.36042277,60.93276978,1.833262126,97.07921296,2.920787041,62.7660319,10x
HPM,3,NA,,20180924-angasi142-40x-scale.tif,307200,76248,0,121426,194353,90749,10441.5,46852,203999,,,,,,,0,24.8203125,0,100,24.8203125,63.26595052,39.52669271,61.54715798,38.45284202,102.7926432,3.398925781,29.5406901,10.3186564,89.6813436,32.93961589,66.40592448,15.25130208,81.32277727,18.67722273,81.65722656,40x
HPM,2,1,,20180924-angasi144-60x.tif,4915200,2244980.5,28351.5,2251156.5,2063803,2462336,150615.5,1691931.5,3108638,,,,,,,0.576812744,45.6742452,1.247134163,98.75286584,46.25105794,41.98817952,45.79989624,47.82902366,52.17097634,87.78807576,3.064280192,50.09635417,5.764190418,94.23580958,53.16063436,63.24540202,34.42243449,64.75560868,35.24439132,97.66783651,60x
HPM,2,1,,20180924-angasi144-60x-scale.tif,307200,136361,0,127932,134850,148276,8718.5,94786.5,189569,,,,,,,0,44.38834635,0,100,44.38834635,43.89648438,41.64453125,51.3163002,48.6836998,85.54101563,2.838053385,48.26692708,5.553379259,94.44662074,51.10498047,61.70865885,30.85498047,66.66619777,33.33380223,92.56363932,60x
HPM,2,1,,20180924-angasi144-10x-scale.tif,307200,34873,0,34939.5,11369.5,25448.5,110519,23572,149696.5,,,,,,,0,11.35188802,0,100,11.35188802,3.701009115,11.37353516,24.5513831,75.4486169,15.07454427,35.97623698,8.284016927,81.28339493,18.71660507,44.26025391,48.72932943,7.673177083,86.39568069,13.60431931,56.40250651,10x
HPM,2,1,,20180924-angasi144-10x-tiled.tif,17809560,369329.5,0,256939.5,504413.5,770762,17019475.5,677125.5,17675626,,,,,,,0,2.073771053,0,100,2.073771053,2.83226256,1.442705491,66.25225093,33.74774907,4.274968051,95.56370567,4.327799227,95.66750022,4.332499777,99.8915049,99.2479657,3.802033851,96.310496,3.689503996,103.0499996,10x
HPM,2,1,,20180924-angasi144-10x-tiled-scale.tif,17809560,319303,0,296772,4032274,634457,12831741.5,611968.5,12871111.5,,,,,,,0,1.792874164,0,100,1.792874164,22.64106469,1.666363459,93.14463279,6.85536721,24.30742815,72.04973902,3.562451852,95.28852185,4.71147815,75.61219087,72.27080006,3.436179782,95.46121138,4.538788615,75.70697985,10x
HPM,2,1,,20180924-angasi145-10x-tiled-scale.tif,17863210,1263113.5,0,1733098,12454102.5,1955547,4619022.5,1676513.5,6972184.5,,,,,,,0,7.071033146,0,100,7.071033146,69.71928618,9.702052431,87.7840734,12.2159266,79.42133861,25.85774057,10.94734373,70.2558928,29.7441072,36.8050843,39.03097204,9.385286855,80.61542327,19.38457673,48.41625889,10x
HPM,2,1,,20180924-angasi145-10x-tiled.tif,17863210,1306909,0,1765714.5,12489677.5,1989689.5,5290685.5,1702554.5,7399147.5,,,,,,,0,7.316204646,0,100,7.316204646,69.91843851,9.884642794,87.61370785,12.38629215,79.80308131,29.61777586,11.13847679,72.67050804,27.32949196,40.75625266,41.42115275,9.531066925,81.29410851,18.70589149,50.95221967,10x
HPM,2,1,,20180924-angasi145-10x.tif,4915200,696920.5,0,695963,800742,768589,2180219,554068.5,2757057.5,,,,,,,0,14.17888387,0,100,14.17888387,16.2911377,14.15940348,53.50032237,46.49967763,30.45054118,44.35666911,15.63698324,73.93560381,26.06439619,59.99365234,56.09247843,11.27255249,83.26646283,16.73353717,67.36503092,10x
HPM,2,1,,20180924-angasi145-10x-scale.tif,307200,30771.5,0,33441.5,39260.5,33626.5,103734.5,27452.5,165175.5,,,,,,,0,10.01676432,0,100,10.01676432,12.78011068,10.88590495,54.00195318,45.99804682,23.66601563,33.76774089,10.9461263,75.51961619,24.48038381,44.71386719,53.76806641,8.936360677,85.7484374,14.2515626,62.70442708,10x
HPM,2,1,,20180924-angasi145-40x.tif,4915200,1656396.5,152550,1861287.5,1619621.5,1993788,280149.5,1181230.5,4114664,,,,,,,3.103637695,33.69947306,8.433085224,91.56691478,36.80311076,32.95128377,37.86799113,46.52869409,53.47130591,70.8192749,5.699656169,40.5637207,12.32001759,87.67998241,46.26337687,83.71305339,24.03219604,77.69535439,22.30464561,107.7452494,40x
HPM,2,1,,20180924-angasi145-40x-scale.tif,307200,96360.5,0,97296,116176.5,115337.5,2435,68506,245081,,,,,,,0,31.36735026,0,100,31.36735026,37.81787109,31.671875,54.42223237,45.57776763,69.48974609,0.792643229,37.54475911,2.06754548,97.93245452,38.33740234,79.77897135,22.30013021,78.15406889,21.84593111,102.0791016,40x
HPM,2,5,X,20180924-angasi146-10x-scale.tif,307200,36555.5,0,38944.5,22811,47475,206686.5,32497,229686.5,,,,,,,0,11.89957682,0,100,11.89957682,7.425455729,12.67724609,36.9376007,63.0623993,20.10270182,67.28076172,15.45410156,81.32093177,18.67906823,82.73486328,74.76774089,10.57845052,87.60524594,12.39475406,85.34619141,10x
HPM,2,5,X,20180924-angasi146-10x-tiled-scale.tif,17835189,81120.5,0,18608,223334.5,140335,8335538,66300,8652452.5,,,,,,,0,0.45483398,0,100,0.45483398,1.25221269,0.104333069,92.30891637,7.691083625,1.356545759,46.73647137,0.786843358,98.34430035,1.655699655,47.52331472,48.51337712,0.371737019,99.23957011,0.760429889,48.88511414,10x
HPM,2,5,X,20180924-angasi146-10x.tif,4915200,726632,0,739759,743847,899033.5,3090280.5,562101.5,3475884.5,,,,,,,0,14.78336589,0,100,14.78336589,15.13360596,15.05043538,50.13777243,49.86222757,30.18404134,62.87191772,18.29088338,77.46395746,22.53604254,81.16280111,70.71705119,11.43598429,86.07965704,13.92034296,82.15303548,10x
HPM,2,5,X,20180924-angasi146-10x-tiled.tif,17835189,103417.5,0,12337.5,0,260400,15983865.5,95001,17477034.5,,,,,,,0,0.579850878,0,100,0.579850878,0,0.069175045,0,100,0.069175045,89.61982685,1.46003499,98.39697277,1.603027234,91.07986184,97.99186597,0.532660461,99.45936258,0.540637424,98.52452643,10x
HPM,2,1,,20180924-angasi153-10x-tiled-scale.tif,17887626,723137.5,0,1044818.5,3402139.5,1199591,10872374,1240118,10991942,,,,,,,0,4.042668938,0,100,4.042668938,19.01951382,5.841012664,76.50487142,23.49512858,24.86052649,60.78153691,6.706261636,90.06300134,9.936998658,67.48779855,61.44997665,6.932826078,89.86174038,10.13825962,68.38280273,10x
HPM,2,1,,20180924-angasi153-10x-tiled.tif,17887626,624885,0,747661,0,1478524,16700913.5,1207588.5,17607424,,,,,,,0,3.493392583,0,100,3.493392583,0,4.179766505,0,100,4.179766505,93.36573506,8.265624516,91.86705309,8.132946908,101.6313596,98.43354283,6.750971314,93.5817821,6.418217899,105.1845141,10x
HPM,2,1,,20180924-angasi161-10x-tiled.tif,17819330,1323555.5,0,1776550.5,14294624,1893002,16286680.5,1532558,16759187.5,,,,,,,0,7.427638974,0,100,7.427638974,80.21976135,9.969794038,88.94573324,11.05426676,90.18955539,91.3989499,10.62330626,89.58726589,10.41273411,102.0222562,94.05060404,8.600536608,91.62158691,8.378413093,102.6511406,10x
HPM,2,1,,20180924-angasi161-40x-scale.tif,307200,5173,1550,108.5,1909.5,810,210101.5,2642.5,221273.5,,,,,,,0.504557292,1.683919271,23.0551837,76.9448163,2.188476563,0.621582031,0.03531901,94.62338949,5.376610505,0.656901042,68.39241536,0.263671875,99.61595266,0.384047337,68.65608724,72.02913411,0.860188802,98.81986995,1.180130049,72.88932292,40x
HPM,2,1,,20180924-angasi161-40x.tif,4915200,66667,131143,3866.5,43904.5,18072.5,3401225.5,54224,3611596,,,,,,,2.668111165,1.356343587,66.29745716,33.70254284,4.024454753,0.893239339,0.078664144,91.90617739,8.093822612,0.971903483,69.19810994,0.367685954,99.47145584,0.528544163,69.5657959,73.47810872,1.103190104,98.52082208,1.479177919,74.58129883,40x
HPM,2,1,,20180924-angasi166-10x-tiled.tif,17813247,1351482,0,1745722,2110370,1943972,15280656,2151711.5,15687365,,,,,,,0,7.586949196,0,100,7.586949196,11.84719439,9.800133575,54.72820669,45.27179331,21.64732797,85.7825415,10.91306936,88.71399719,11.28600281,96.69561086,88.06572435,12.07927729,87.9382125,12.0617875,100.1450016,10x
HPM,2,1,,20180924-angasi166-20x-scale.tif,307200,0,124902.5,0,0,0,201644.5,0,205141.5,,,,,,,40.65836589,0,100,0,40.65836589,0,0,NA,NA,0,65.63948568,0,100,0,65.63948568,66.77783203,0,100,0,66.77783203,20x
HPM,2,1,,20180924-angasi166-40x-scale.tif,307200,2372,4919.5,624.5,27952.5,2266.5,227957,523,228845,,,,,,,1.60139974,0.772135417,67.46897072,32.53102928,2.373535156,9.099121094,0.20328776,97.81467614,2.185323862,9.302408854,74.2047526,0.737792969,99.01552187,0.984478127,74.94254557,74.4938151,0.170247396,99.77198214,0.228017858,74.6640625,40x
HPM,2,1,,20180924-angasi166-40x.tif,4915200,23323.5,247697,11279,604914,35556.5,3679193,9024,3389315,,,,,,,5.039408366,0.474517822,91.39419343,8.605806572,5.513926188,12.30700684,0.229471842,98.169567,1.830432997,12.53647868,74.85337321,0.723398844,99.04282913,0.957170867,75.57677205,68.9557902,0.18359375,99.73445851,0.26554149,69.13938395,40x
HPM,2,1,,20180924-angasi166-10x-tiled-scale.tif,17813247,1211392,0,2070760.5,3825747.5,2000329.5,3976974.5,2200406.5,8323517,,,,,,,0,6.800512001,0,100,6.800512001,21.47698003,11.6248346,64.88157906,35.11842094,33.10181462,22.32593811,11.22944907,66.5345865,33.4654135,33.55538718,46.72655693,12.35264127,79.0913864,20.9086136,59.07919819,10x
HPM,3,2,,20180924-angasi167-10x-tiled-scale.tif,17797408,127196,0,46441.5,828228.5,170076.5,5702670,85303.5,7262103.5,,,,,,,0,0.714688341,0,100,0.714688341,4.653646756,0.260945302,94.69039752,5.309602479,4.914592057,32.04213782,0.955625111,97.10397001,2.896029992,32.99776293,40.80427611,0.479302941,98.83899857,1.161001425,41.28357905,10x
HPM,3,2,,20180924-angasi167-10x-tiled.tif,17797408,262837.5,0,43909.5,235743.5,331811,14249730.5,148076.5,15158003,,,,,,,0,1.476830222,0,100,1.476830222,1.32459457,0.246718511,84.29857717,15.70142283,1.571313081,80.06632483,1.864378229,97.72444498,2.275555023,81.93070306,85.16972247,0.832011605,99.03256415,0.967435848,86.00173407,10x
HPM,3,2,,20180924-angasi167-10x-tiled2.tif,38770260,2525565.5,7057196.5,1985454,10785272.5,3669589,37917566.5,2592626,38388179.5,,,,,,,18.20260297,6.51418252,73.64470181,26.35529819,24.71678549,27.81841675,5.121074762,84.45308495,15.54691505,32.93949151,97.80065055,9.46495845,91.17614813,8.823851874,107.265609,99.01450106,6.68715144,93.67356017,6.326439826,105.7016525,10x
HPM,3,2,,20180924-angasi167-20x-scale.tif,307200,0,0,0,29629.5,0,173517.5,0,181343.5,,,,,,,0,0,NA,NA,0,9.645019531,0,100,0,9.645019531,56.4835612,0,100,0,56.4835612,59.03108724,0,100,0,59.03108724,20x
HPM,3,2,,20180924-angasi167-20x.tif,4915200,0,101514.5,0,499203.5,0,2936703.5,0,2993447,,,,,,,2.06531779,0,100,0,2.06531779,10.15632121,0,100,0,10.15632121,59.74738566,0,100,0,59.74738566,60.90183512,0,100,0,60.90183512,20x
HPM,2,1,,20180924-angasi184-10x-tiled-long.tif,34903148,1348929,0,2118909,23995269.5,2505308,4704914.5,2735535,16156037,,,,,,,0,3.864777469,0,100,3.864777469,68.74815275,6.070824901,91.88598255,8.114017448,74.81897765,13.47991448,7.177885502,65.25338851,34.74661149,20.65779998,46.28819441,7.837502222,85.51981275,14.48018725,54.12569663,10x
HPM,2,1,,20180924-angasi184-10x-tiled.tif,17814460,435708,0,418541,4529826.5,759867,2127506.5,697369,4182167.5,,,,,,,0,2.445810875,0,100,2.445810875,25.42780696,2.349445338,91.54183678,8.458163223,27.7772523,11.94258204,4.265450651,73.68310681,26.31689319,16.20803269,23.47625188,3.914623289,85.70829422,14.29170578,27.39087517,10x
HPM,2,1,,20180924-angasi184-10x-scale.tif,4915200,1173184,0,1165129,90004,1279287,1776567,985598,3077038,,,,,,,0,23.86848958,0,100,23.86848958,1.831136068,23.70461019,7.170873525,92.82912648,25.53574626,36.14434814,26.02716064,58.13651438,41.86348562,62.17150879,62.60249837,20.05204264,75.73993831,24.26006169,82.65454102,10x
I,0,0,,20180924-angasi002-10x-tiled3-scale.tif,17742655,60496,0,79844.5,3414430,96736,2784195,57801,2693842,,,,,,,0,0.340963627,0,100,0.340963627,19.24418865,0.450014386,97.71499062,2.285009377,19.69420304,15.69209907,0.545217162,96.64219657,3.357803432,16.23731623,15.18285736,0.325774243,97.89940047,2.100599533,15.5086316,10x
I,0,0,,20180924-angasi002-10x-tiled2.tif,17734140,490682,0,92413,3082191,763676.5,17646562.5,275287.5,17666638,,,,,,,0,2.766877898,0,100,2.766877898,17.37998572,0.521102236,97.08899126,2.911008743,17.90108796,99.50616438,4.306250543,95.85189253,4.148107474,103.8124149,99.61936694,1.552302508,98.46567471,1.534325287,101.1716694,10x
I,0,0,,20180924-angasi002-10x-tiled3.tif,17742655,479952,0,109273,2817295.5,747258.5,17720905,262762.5,17726167,,,,,,,0,2.705074297,0,100,2.705074297,15.87865796,0.615877387,96.26617316,3.733826835,16.49453534,99.87741406,4.211649835,95.9538018,4.046198205,104.0890639,99.90707141,1.48096494,98.53930997,1.460690032,101.3880363,10x
I,0,0,,20180924-angasi002-10x-tiled-scale.tif,17780364,391966,0,659636,9780684,984962,17756955.5,268697,17762958.5,,,,,,,0,2.204488052,0,100,2.204488052,55.00834516,3.7099128,93.68184117,6.31815883,58.71825796,99.86834634,5.539605376,94.74460391,5.255396093,105.4079517,99.9021083,1.511200783,98.50985951,1.490140492,101.4133091,10x
I,0,0,,20180924-angasi002-10x-tiled.tif,17780364,490414,0,131144,6661547,993649,17754764,290384,17762002,,,,,,,0,2.758177504,0,100,2.758177504,37.46575154,0.737577701,98.06933659,1.930663415,38.20332925,99.85602095,5.588462643,94.70009008,5.299909918,105.4444836,99.89672877,1.633172414,98.39143701,1.60856299,101.5299012,10x
I,0,0,,20180924-angasi017-10x-tiled.tif,26341432,64194.5,0,186580.5,25626530.5,134013.5,0,36360,118261.5,,,,,,,0,0.243701633,0,100,0.243701633,97.28601885,0.708315706,99.27718709,0.722812915,97.99433455,0,0.50875556,0,100,0.50875556,0.44895623,0.138033498,76.48451218,23.51548782,0.586989728,10x
I,0,0,,20180924-angasi023-10x-2.tif,307200,588,286303.5,495.5,3146.5,1604.5,286631,605,297453.5,,,,,,,93.19775391,0.19140625,99.79504447,0.204955532,93.38916016,1.024251302,0.161295573,86.394838,13.605162,1.185546875,93.30436198,0.522298177,99.44333713,0.556662868,93.82666016,96.8273112,0.196940104,99.79701971,0.202980287,97.0242513,10x
I,0,0,,20180924-angasi023-10x.tif,307200,414,290299.5,388.5,0,1195,297534,614.5,301207.5,,,,,,,94.49853516,0.134765625,99.85759175,0.142408247,94.63330078,0,0.126464844,0,100,0.126464844,96.85351563,0.388997396,99.59997188,0.400028119,97.24251302,98.04931641,0.200032552,99.79640318,0.203596822,98.24934896,10x
I,5,5,X,20180924-angasi038-40x-2.tif,307200,4284.5,40344,2701.5,29188.5,6378,255813.5,3531.5,265009.5,,,,,,,13.1328125,1.39469401,90.39963252,9.600367478,14.52750651,9.501464844,0.879394531,91.52869238,8.47130762,10.38085938,83.2726237,2.076171875,97.56742686,2.432573138,85.34879557,86.26611328,1.149576823,98.68493079,1.315069207,87.4156901,40x
I,5,5,X,20180924-angasi038-10x-tiled.tif,38755800,456846,0,1119874.5,36379194.5,660540.5,0,248245,12431180,,,,,,,0,1.178780982,0,100,1.178780982,93.86774238,2.889566207,97.01359386,2.986406143,96.75730858,0,1.70436554,0,100,1.70436554,32.07566351,0.640536384,98.04214308,1.957856922,32.7161999,10x
I,5,5,X,20180924-angasi038-10x.tif,307200,3877.5,90444.5,3930,0,8041.5,256243.5,4412.5,273527.5,,,,,,,29.44156901,1.262207031,95.88908208,4.110917919,30.70377604,0,1.279296875,0,100,1.279296875,83.41259766,2.617675781,96.95726205,3.042737953,86.03027344,89.03889974,1.436360677,98.41242714,1.587572857,90.47526042,10x
I,5,5,X,20180924-angasi038-40x.tif,307200,3934.5,80113,526.5,31477,3487,240975,2893.5,247683,,,,,,,26.07845052,1.280761719,95.31871858,4.681281418,27.35921224,10.24641927,0.171386719,98.35486744,1.645132564,10.41780599,78.44238281,1.135091146,98.57360244,1.426397559,79.57747396,80.62597656,0.941894531,98.84526282,1.154737176,81.56787109,40x
I,NA,2,,20180924-angasi047-10x-empty-follicle.tif,307200,2066,263427.5,923.5,0,1090.5,89914,754,73614,,,,,,,85.75113932,0.672526042,99.22182652,0.778173477,86.42366536,0,0.30061849,0,100,0.30061849,29.26888021,0.354980469,98.80170761,1.198292392,29.62386068,23.96289063,0.245442708,98.98612306,1.013876936,24.20833333,10x
I,NA,2,,20180924-angasi047-10x-witesic.tif,307200,4688.5,68614.5,4335.5,17675.5,8924,163332,3557.5,150999,,,,,,,22.33544922,1.526204427,93.60394527,6.396054732,23.86165365,5.75374349,1.411295573,80.3030303,19.6969697,7.165039063,53.16796875,2.904947917,94.81933866,5.180661341,56.07291667,49.15332031,1.158040365,97.69825274,2.301747257,50.31136068,10x
I,-,0,,20180924-angasi060-40x.tif,307200,3037,22322.5,98.5,33702.5,1544,267781.5,1917,278418.5,,,,,,,7.266438802,0.988606771,88.02421183,11.97578817,8.255045573,10.97086589,0.032063802,99.7085885,0.291411497,11.00292969,87.16845703,0.502604167,99.426716,0.573284,87.6710612,90.63102214,0.624023438,99.31617651,0.68382349,91.25504557,40x
I,NA,2,X,20180924-angasi181-10x-scale.tif,307200,6401.5,0,4564,109904.5,15447,182403,1822,184883,,,,,,,0,2.083821615,0,100,2.083821615,35.77620443,1.485677083,96.01287691,3.987123095,37.26188151,59.37597656,5.028320313,92.19257013,7.807429871,64.40429688,60.18326823,0.593098958,99.02412897,0.975871026,60.77636719,10x
I,NA,2,X,20180924-angasi181-10x.tif,4915200,254759.5,189159,236981,1677626.5,654876.5,3035221,72443,3008382,,,,,,,3.848449707,5.183095296,42.61120003,57.38879997,9.031545003,34.13139852,4.821390788,87.62247615,12.37752385,38.95278931,61.75172933,13.3234965,82.2531383,17.7468617,75.07522583,61.20568848,1.473856608,97.64858439,2.351415611,62.67954508,10x
M,2,NA,X,20180924-angasi007-10x-tiled.tif,17854698,2440185,0,3258292,16640912,2833791.5,0,1951297.5,8094369,,,,,,,0,13.66690716,0,100,13.66690716,93.20186765,18.2489337,83.62601841,16.37398159,111.4508014,0,15.87140539,0,100,15.87140539,45.33467326,10.92876228,80.57572885,19.42427115,56.26343554,10x
M,5,NA,X,20180924-angasi009-40x-tiled2.tif,17857125,381379.5,0,775878,13615848.5,554830,1576604,284788.5,5662897.5,,,,,,,0,2.135727336,0,100,2.135727336,76.24882785,4.344921145,94.60886086,5.391139138,80.59374899,8.828991229,3.107051107,73.96916818,26.03083182,11.93604234,31.71225771,1.594817195,95.21177648,4.788223521,33.30707491,40x
M,5,NA,X,20180924-angasi009-40x-tiled.tif,17872992,371021.5,0,636037.5,13682818.5,510680.5,0,276217,885614,,,,,,,0,2.07587795,0,100,2.07587795,76.55583631,3.558651512,95.55804249,4.441957514,80.11448783,0,2.85727482,0,100,2.85727482,4.955040544,1.545443538,76.22571613,23.77428387,6.500484082,40x
M,0,NA,X,20180924-angasi013-40x.tif,307200,6833,41979,98,7890.5,252,176842.5,646.5,193973,,,,,,,13.66503906,2.224283854,86.0013931,13.9986069,15.88932292,2.568522135,0.031901042,98.77323653,1.226763472,2.600423177,57.56591797,0.08203125,99.85770309,0.142296909,57.64794922,63.1422526,0.210449219,99.66781335,0.332186651,63.35270182,40x
M,0,NA,X,20180924-angasi013-10x.tif,307200,4602.5,187932.5,3537.5,3826.5,4052,293927,2810.5,301921.5,,,,,,,61.17594401,1.498209635,97.60952554,2.390474459,62.67415365,1.245605469,1.151529948,51.96224878,48.03775122,2.397135417,95.67936198,1.319010417,98.64017263,1.35982737,96.9983724,98.28173828,0.914876302,99.07771419,0.922285812,99.19661458,10x
M,0,NA,X,20180924-angasi013-40x-2.tif,307200,29008.5,301582.5,5250.5,0,10042,304275.5,472,260804,,,,,,,98.17138672,9.442871094,91.22526022,8.774739784,107.6142578,0,1.709147135,0,100,1.709147135,99.04801432,3.268880208,96.8051413,3.194858702,102.3168945,84.89713542,0.153645833,99.81934812,0.180651878,85.05078125,40x
M,1,NA,,20180924-angasi025-10x-tiled.tif,17865680,1339717.5,0,1736180.5,17032009.5,1485479,0,1051848,3496960.5,,,,,,,0,7.498832958,0,100,7.498832958,95.33367608,9.717964835,90.74934504,9.250654965,105.0516409,0,8.314707305,0,100,8.314707305,19.57362104,5.887534088,76.87640621,23.12359379,25.46115513,10x
M,1,NA,,20180924-angasi025-10x.tif,307200,22257.5,79042,26389.5,0,33570.5,266133.5,25119,274686.5,,,,,,,25.72981771,7.245279948,78.0280258,21.9719742,32.97509766,0,8.590332031,0,100,8.590332031,86.6319987,10.92789714,88.79878146,11.20121854,97.55989583,89.41617839,8.176757813,91.62156798,8.378432017,97.5929362,10x
M,5,NA,,20180924-angasi027-10x.tif,307200,2443,56066,1558.5,4975,5030,277057,1688.5,279836.5,,,,,,,18.25065104,0.795247396,95.824574,4.175426003,19.04589844,1.619466146,0.507324219,76.14601668,23.85398332,2.126790365,90.18782552,1.637369792,98.21686217,1.783137826,91.82519531,91.09261068,0.549641927,99.40023089,0.599769115,91.6422526,10x
