SEX,MALE.STAGE,FEMALE.STAGE,CONFIRM.,filename_image,image_size,bgr_pixel_m,bgr_pixel_f,hsv_pixel_m,hsv_pixel_f,lab_pixel_m,lab_pixel_f,ycrcb_pixel_m,ycrcb_pixel_f,bgr,hsv,lab,ycrb,,BEST,bgr_perc_f_total,bgr_perc_m_total,bgr_perc_f_gonad,bgr_perc_m_gonad,bgr_perc_gonad_total,hsv_perc_f_total,hsv_perc_m_total,hsv_perc_f_gonad,hsv_perc_m_gonad,hsv_perc_gonad_total,lab_perc_f_total,lab_perc_m_total,lab_perc_f_gonad,lab_perc_m_gonad,lab_perc_gonad_total,ycrcb_perc_f_total,ycrcb_perc_m_total,ycrcb_perc_f_gonad,ycrcb_perc_m_gonad,ycrcb_perc_gonad_total,magnification
H,2,2,,20180924-angasi163-40x-scale.tif,307200,0,34410,0,0,0,149740.5,0,135670.5,,,,,,,11.20117188,0,100,0,11.20117188,0,0,NA,NA,0,48.74365234,0,100,0,48.74365234,44.16357422,0,100,0,44.16357422,40x
H,2,2,,20180924-angasi163-40x.tif,4915200,0,777287,0,100501.5,0,2427083,0,2155719.5,,,,,,,15.8139445,0,100,0,15.8139445,2.044708252,0,100,0,2.044708252,49.37913005,0,100,0,49.37913005,43.8582255,0,100,0,43.8582255,40x
H,3,2,,20180924-angasi171-40x-scale.tif,307200,4994.5,0,3064,71510,7050.5,122935.5,1712,221359.5,,,,,,,0,1.625813802,0,100,1.625813802,23.27799479,0.997395833,95.89132942,4.108670582,24.27539063,40.01806641,2.295084635,94.57595433,5.424045666,42.31315104,72.05712891,0.557291667,99.23253307,0.767466933,72.61442057,40x
H,3,2,,20180924-angasi171-10x-scale.tif,307200,11374.5,0,3527,60155.5,7573,159886.5,1492,215759,,,,,,,0,3.702636719,0,100,3.702636719,19.58186849,1.148111979,94.46158678,5.538413222,20.72998047,52.04638672,2.465169271,95.47771252,4.522287478,54.51155599,70.23404948,0.485677083,99.31323676,0.686763237,70.71972656,10x
H,3,2,,20180924-angasi171-10x-tiled.tif,17843714,242033.5,0,280978,11338730,469656,8729721.5,360585.5,8755461.5,,,,,,,0,1.35640764,0,100,1.35640764,63.54467461,1.57466097,97.58188416,2.418115842,65.11933558,48.92323145,2.632052946,94.89469804,5.105301962,51.5552844,49.06748393,2.020798473,96.04449714,3.955502862,51.08828241,10x
H,3,2,X,20180924-angasi172-10x-tiled2-scale.tif,17831532,281047,0,360536.5,8157424,440088,9386019,430783.5,9676913,,,,,,,0,1.576123689,0,100,1.576123689,45.74718538,2.021904231,95.76733773,4.232662267,47.76908961,52.63719909,2.468032472,95.52123745,4.478762546,55.10523156,54.26854518,2.415852435,95.73806455,4.261935447,56.68439762,10x
H,3,2,X,20180924-angasi172-10x-tiled-scale.tif,17836408,387680,0,481665,4764404,582328,15537487.5,585983.5,15746238.5,,,,,,,0,2.173531801,0,100,2.173531801,26.71167872,2.700459644,90.81855385,9.181446146,29.41213836,87.1110792,3.264827761,96.38750208,3.612497922,90.37590697,88.28144378,3.285322359,96.41210179,3.587898205,91.56676613,10x
H,3,2,X,20180924-angasi172-10x-scale.tif,307200,4966,0,6929.5,98562,33066.5,159917,2788,159506,,,,,,,0,1.616536458,0,100,1.616536458,32.08398438,2.255696615,93.43122432,6.568775683,34.33968099,52.0563151,10.76383464,82.86563359,17.13436641,62.82014974,51.92252604,0.907552083,98.28212996,1.717870038,52.83007813,10x
H,5,1,X,20180924-angasi173-10x-scale.tif,307200,32805,0,22590,4295.5,52701.5,205593.5,13503.5,151686.5,,,,,,,0,10.67871094,0,100,10.67871094,1.39827474,7.353515625,15.97701363,84.02298637,8.751790365,66.92496745,17.1554362,79.59639172,20.40360828,84.08040365,49.37711589,4.395670573,91.8254737,8.174526303,53.77278646,10x
H,5,1,X,20180924-angasi173-10x-tiled.tif,17854697,366413.5,0,416086,12990684,572098.5,15721793,575128,15667452,,,,,,,0,2.052196685,0,100,2.052196685,72.75779589,2.33040079,96.89644859,3.103551415,75.08819668,88.05410139,3.204190472,96.48887744,3.511122558,91.25829187,87.74975011,3.221157996,96.45913396,3.540866045,90.9709081,10x
H,5,1,X,20180924-angasi173-40x-scale.tif,307200,2806,0,2581.5,206321,12420.5,226527,1892,227569.5,,,,,,,0,0.913411458,0,100,0.913411458,67.16178385,0.840332031,98.76425605,1.235743948,68.00211589,73.73925781,4.04313151,94.80199625,5.198003746,77.78238932,74.07861328,0.615885417,99.17546081,0.824539193,74.6944987,40x
H,5,1,X,20180924-angasi173-60x-scale.tif,307200,0.5,20057,0,93695,0,166758.5,0,157617.5,,,,,,,6.528971354,0.00016276,99.99750717,0.002492833,6.529134115,30.49967448,0,100,0,30.49967448,54.28336589,0,100,0,54.28336589,51.30777995,0,100,0,51.30777995,60x
H,5,1,X,20180924-angasi173-10x-tiled2.tif,17818118,625876.5,0,876238.5,15565281,1007570,3980822,944793.5,5338383.5,,,,,,,0,3.512584775,0,100,3.512584775,87.35648176,4.917682664,94.6705747,5.3294253,92.27416442,22.34142798,5.654749845,79.80170764,20.19829236,27.99617782,29.96042287,5.302431491,84.96312455,15.03687545,35.26285436,10x
H,3,2,X,20180924-angasi178-10x-scale.tif,307200,3631.5,1733.5,314,96097.5,1392.5,168684.5,224,212257.5,,,,,,,0.564290365,1.182128906,32.31127679,67.68872321,1.746419271,31.28173828,0.102213542,99.67431271,0.325687288,31.38395182,54.91031901,0.45328776,99.1812532,0.818746803,55.36360677,69.09423828,0.072916667,99.89457906,0.105420943,69.16715495,10x
H,3,2,X,20180924-angasi178-10x-tiled-scale.tif,17851036,623464.5,0,733017.5,8045011.5,735665.5,10454621,506961.5,10337708.5,,,,,,,0,3.492595612,0,100,3.492595612,45.06747676,4.10630229,91.64940672,8.350593282,49.17377905,58.5659062,4.121136163,93.42585643,6.574143566,62.68704237,57.91097223,2.839955619,95.32524733,4.674752667,60.75092785,10x
H,2,2,,20180924-angasi179-10x-scale.tif,307200,13376,0,9754,99244.5,10972.5,197777.5,3980,200424.5,,,,,,,0,4.354166667,0,100,4.354166667,32.30615234,3.175130208,91.051253,8.948747001,35.48128255,64.38069661,3.571777344,94.74371257,5.256287425,67.95247396,65.24235026,1.295572917,98.05288044,1.94711956,66.53792318,10x
H,2,2,,20180924-angasi179-10x-tiled.tif,17853480,426266.5,0,406617.5,12000576.5,654996.5,10070393.5,530011,10312528,,,,,,,0,2.387582141,0,100,2.387582141,67.21701595,2.277525166,96.72272796,3.277272041,69.49454112,56.40577355,3.66873293,93.8930286,6.106971402,60.07450648,57.76200494,2.968670534,95.11174458,4.888255417,60.73067548,10x
H,2,1,X,20180924-angasi183-10x-scale.tif,307200,28664.5,8468,18860.5,8933,35680.5,127410.5,8660.5,131521.5,,,,,,,2.756510417,9.330891927,22.80482057,77.19517943,12.08740234,2.907877604,6.139485677,32.14060842,67.85939158,9.047363281,41.47477214,11.61474609,78.12233661,21.87766339,53.08951823,42.81298828,2.819173177,93.82196002,6.178039977,45.63216146,10x
HPF,5,1,,20180924-angasi014-10x-tiled.tif,17885208,1968436,0,2326145.5,7005622.5,2565633,17746105,1750314,17790761.5,,,,,,,0,11.00594413,0,100,11.00594413,39.16992467,13.00597399,75.07283186,24.92716814,52.17589865,99.22224556,14.34499951,87.36871754,12.63128246,113.5672451,99.47192954,9.786377659,91.04289833,8.95710167,109.2583072,10x
HPF,5,1,X,20180924-angasi015-10x-tiled.tif,17871780,281029,0,624952.5,16286005,457641,1037245,202198.5,6443663.5,,,,,,,0,1.572473475,0,100,1.572473475,91.12693308,3.496867687,96.30445231,3.695547694,94.62380076,5.803814729,2.560690653,69.38622744,30.61377256,8.364505382,36.05496207,1.131384227,96.95752786,3.042472143,37.1863463,10x
HPF,5,1,X,20180924-angasi016-10x-tiled.tif,17843724,181176,0,437617,16581750.5,264320,1281087.5,93200,6997982.5,,,,,,,0,1.01534859,0,100,1.01534859,92.92763383,2.452498144,97.42871173,2.571288269,95.38013197,7.179485067,1.481305136,82.89642052,17.10357948,8.660790203,39.21817273,0.522312495,98.6856917,1.314308298,39.74048523,10x
HPF,5,2,,20180924-angasi018-10x-tiled.tif,17870556,262720,0,624186.5,16729331.5,382002.5,1341046,150976.5,7880207.5,,,,,,,0,1.470127734,0,100,1.470127734,93.6139396,3.492820817,96.40311261,3.596887386,97.10676042,7.50422091,2.137608365,77.82984635,22.17015365,9.641829275,44.09603988,0.844833815,98.12012152,1.879878484,44.94087369,10x
HPF,2,2,X,20180924-angasi022-10x-tiled.tif,17836408,793579,0,1200371,12363198.5,1018976,9597772,681309,15319576,,,,,,,0,4.449208607,0,100,4.449208607,69.31439615,6.729892028,91.15003613,8.849963868,76.04428818,53.81000479,5.712899144,90.40218342,9.597816582,59.52290394,85.8893562,3.819765729,95.74205427,4.257945732,89.70912193,10x
HPF,2,2,X,20180924-angasi022-10x-tiled2.tif,34903620,1363888.5,0,2181324.5,17680254.5,1790355,25634264.5,982321.5,30226493,,,,,,,0,3.907584657,0,100,3.907584657,50.65450088,6.249565231,89.01736614,10.98263386,56.90406611,73.44299674,5.129424971,93.47172346,6.528276536,78.57242171,86.5998799,2.814382863,96.85242289,3.147577105,89.41426276,10x
HPF,5,1,X,20180924-angasi026-10x.tif,307200,3085.5,26226,9173,63670.5,22594,133534,2081,127367,,,,,,,8.537109375,1.004394531,89.47341487,10.52658513,9.541503906,20.72607422,2.986002604,87.40724979,12.59275021,23.71207682,43.46809896,7.354817708,85.52854068,14.47145932,50.82291667,41.46061198,0.677408854,98.39240467,1.607595328,42.13802083,10x
HPF,5,1,X,20180924-angasi026-10x-tiled.tif,17877884,105725.5,0,330435,16297977,184002,4081901.5,49356.5,5562279,,,,,,,0,0.591375915,0,100,0.591375915,91.16278526,1.848289205,98.01282889,1.987171114,93.01107446,22.83212879,1.029215762,95.68668161,4.313318386,23.86134455,31.11262496,0.276075737,99.12046141,0.879538594,31.3887007,10x
HPF,5,1,X,20180924-angasi031-10x-tiled.tif,17888865,101401,0,291606.5,16221120.5,157237.5,5116451,46929,11254837,,,,,,,0,0.566838645,0,100,0.566838645,90.67719221,1.630100624,98.23405001,1.765949985,92.30729283,28.60131708,0.878968565,97.01845302,2.981546976,29.48028564,62.91532191,0.262336375,99.58476401,0.415235991,63.17765828,10x
HPF,5,1,,20180924-angasi034-10x2.tif,307200,18165.5,115341.5,22040.5,0,32884.5,202597.5,14604,184998.5,,,,,,,37.5460612,5.913248698,86.39359734,13.60640266,43.4593099,0,7.174641927,0,100,7.174641927,65.94970703,10.70458984,86.03523836,13.96476164,76.65429688,60.22086589,4.75390625,92.68345837,7.316541626,64.97477214,10x
HPF,5,1,,20180924-angasi034-10x-tiled.tif,17860788,169214,0,465240.5,17017337,289911.5,0,100787.5,2701465,,,,,,,0,0.947405008,0,100,0.947405008,95.27763837,2.604815084,97.33883348,2.661166524,97.88245345,0,1.623173065,0,100,1.623173065,15.12511654,0.564294812,96.40333981,3.596660187,15.68941135,10x
HPF,5,1,,20180924-angasi034-10x-filed-emptyfollicle.tif,13879755,29408.5,0,84543.5,10911361,52798,0,18227.5,663609.5,,,,,,,0,0.211880541,0,100,0.211880541,78.61349858,0.609113778,99.23113647,0.768863535,79.22261236,0,0.380395763,0,100,0.380395763,4.781132664,0.131324364,97.32670712,2.673292884,4.912457028,10x
HPF,1,2,,20180924-angasi035-10x-tiled.tif,17832750,464336,0,761623.5,14923612,575637,3742118,329554.5,8957722,,,,,,,0,2.603838443,0,100,2.603838443,83.68654302,4.270925684,95.14432856,4.855671437,87.9574687,20.98452566,3.227976616,86.6681412,13.3318588,24.21250228,50.23185992,1.848029608,96.45154852,3.548451476,52.07988953,10x
HPF,1,3,,20180924-angasi055-10x-tiled.tif,17864418,196330.5,0,301570,14556867.5,288603.5,9508304.5,237494.5,11643517.5,,,,,,,0,1.099003057,0,100,1.099003057,81.48526025,1.688104253,97.97037878,2.029621217,83.17336451,53.22482098,1.615521424,97.05413688,2.945863123,54.84034241,65.17714431,1.329427581,98.00105833,1.998941673,66.50657189,10x
HPF,5,2,X,20180924-angasi058-10x-tiled.tif,17847344,270384,0,399336,7609460.5,333187.5,367727,205575.5,5468098.5,,,,,,,0,1.514981725,0,100,1.514981725,42.63637491,2.237509402,95.01378266,4.986217342,44.87388432,2.060401817,1.866874421,52.46388825,47.53611175,3.927276238,30.63816386,1.151854864,96.37667762,3.623322383,31.79001873,10x
HPF,5,1,X,20180924-angasi066-10x-tiled.tif,17854698,209683,0,475776,16433849.5,365159.5,1517690.5,193354.5,5845913.5,,,,,,,0,1.174385587,0,100,1.174385587,92.04215888,2.664710431,97.18635992,2.813640077,94.70686931,8.500230584,2.045173209,80.60602278,19.39397722,10.54540379,32.74159832,1.082933467,96.79837855,3.201621455,33.82453178,10x
HPF,5,3,X,20180924-angasi067-10x-tiled.tif,17838810,676269,0,896007,14536730,892439.5,7654503.5,720941.5,9568970.5,,,,,,,0,3.790998391,0,100,3.790998391,81.48934822,5.022795803,94.19411476,5.805885243,86.51214403,42.90927197,5.002797272,89.55837777,10.44162223,47.91206925,53.64130511,4.041421485,92.99370587,7.006294126,57.68272659,10x
HPF,5,3,,20180924-angasi068-10x-tiled.tif,17851036,54469,0,86909.5,3941477.5,99163,11379567,81159.5,11425149,,,,,,,0,0.30513075,0,100,0.30513075,22.07982495,0.486859698,97.84257322,2.157426781,22.56668465,63.74737578,0.555502773,99.13611523,0.863884768,64.30287856,64.00272231,0.454648683,99.29465215,0.705347853,64.45737099,10x
HPF,1,2,,20180924-angasi069-10x-tiled.tif,17846160,519715,0,872538.5,15754110.5,744910,8968217,462058,12351351.5,,,,,,,0,2.912195116,0,100,2.912195116,88.27731288,4.889222668,94.75216864,5.247831358,93.16653555,50.25292276,4.174063216,92.33089406,7.669105943,54.42698597,69.2101354,2.589117211,96.39394964,3.606050365,71.79925261,10x
HPF,1,2,X,20180924-angasi070-10x-tiled.tif,17838840,268694,0,447993.5,14037371,419554,9480805.5,308986.5,13156166.5,,,,,,,0,1.506230226,0,100,1.506230226,78.68993163,2.511337621,96.90726802,3.092731978,81.20126925,53.14698433,2.351913017,95.76223469,4.237765305,55.49889735,73.75012333,1.732099733,97.70528786,2.294712136,75.48222306,10x
HPF,1,3,,20180924-angasi071-10x-tiled.tif,17802276,310635,0,505677.5,12752695,392608.5,7219875.5,263533,8644228,,,,,,,0,1.744917335,0,100,1.744917335,71.63519429,2.840521628,96.18597607,3.814023931,74.47571591,40.55591263,2.205383739,94.84257044,5.157429559,42.76129636,48.55686992,1.480333189,97.0415349,2.958465096,50.03720311,10x
HPF,1,3,,20180924-angasi071-10x-tiled2.tif,17822989,117344.5,0,199799.5,13595926.5,159811.5,11687211,104315,12059119,,,,,,,0,0.658388444,0,100,0.658388444,76.28308866,1.121021283,98.55172899,1.448271008,77.40410994,65.5737991,0.896659365,98.6510408,1.348959201,66.47045846,67.66047491,0.585283422,99.14238857,0.857611428,68.24575833,10x
HPF,5,2,X,20180924-angasi074-10x.tif,307200,145.5,30928.5,50.5,135938.5,833.5,239234,67,218858,,,,,,,10.06787109,0.047363281,99.53176289,0.468237111,10.11523438,44.2508138,0.016438802,99.96286464,0.037135357,44.2672526,77.87565104,0.271321615,99.65280598,0.347194018,78.14697266,71.24283854,0.021809896,99.96939591,0.030604088,71.26464844,10x
HPF,1,2,,20180924-angasi085-10x-tiled.tif,17842500,428209.5,0,595407.5,15465259,508932.5,5856354,353038.5,7802815,,,,,,,0,2.399941152,0,100,2.399941152,86.67652515,3.337018355,96.29275971,3.707240294,90.01354351,32.82249685,2.852360936,92.00456256,7.99543744,35.67485778,43.73162393,1.978638083,95.67134819,4.328651808,45.71026201,10x
HPF,1,2,,20180924-angasi085-10x.tif,307200,7966,1969,6192.5,75625.5,13396.5,150700.5,2015,150111.5,,,,,,,0.640950521,2.593098958,19.81882235,80.18117765,3.234049479,24.61767578,2.01578776,92.43137207,7.56862793,26.63346354,49.05615234,4.360839844,91.83623101,8.16376899,53.41699219,48.86442057,0.655924479,98.67544445,1.324555551,49.52034505,10x
HPF,5,3,X,20180924-angasi093-10x-tiled.tif,17885208,900986.5,0,1137132,15050384.5,1043555,5833776,816022.5,8437813,,,,,,,0,5.037607055,0,100,5.037607055,84.14989918,6.357946746,92.97525349,7.024746508,90.50784592,32.61788177,5.834737846,84.82616294,15.17383706,38.45261962,47.17760621,4.562555269,91.18179159,8.818208407,51.74016148,10x
HPF,5,3,X,20180924-angasi098-10x-tiled.tif,17816904,547461,0,768963.5,9567744.5,779195.5,11306450.5,674687.5,12387247.5,,,,,,,0,3.072705561,0,100,3.072705561,53.70037634,4.315920993,92.56084723,7.439152775,58.01629733,63.45912006,4.373349601,93.55271948,6.447280518,67.83246966,69.52525254,3.786783046,94.83470481,5.165295188,73.31203558,10x
HPF,5,2,X,20180924-angasi105-10x-tiled.tif,17831532,218438,0,216145.5,2414367.5,338712.5,12010944.5,302384.5,12522958.5,,,,,,,0,1.225009719,0,100,1.225009719,13.539877,1.21215328,91.78314268,8.21685732,14.75203028,67.35789443,1.899514299,97.25731249,2.742687509,69.25740873,70.22929101,1.695785309,97.64228918,2.357710823,71.92507632,10x
HPF,5,2,X,20180924-angasi106-10x-tiled.tif,17824218,351735.5,0,522252.5,15253313.5,523270.5,9845642,287263,10073921.5,,,,,,,0,1.97335726,0,100,1.97335726,85.57634057,2.930016341,96.68948487,3.310515135,88.50635691,55.23744155,2.935727671,94.95346788,5.046532122,58.17316922,56.51816815,1.611644337,97.22750811,2.77249189,58.12981248,10x
HPF,5,3,,20180924-angasi108-10x-tiled.tif,17885200,101595,0,145162.5,13213264,160399.5,11209193.5,73942.5,11312958,,,,,,,0,0.568039496,0,100,0.568039496,73.87820097,0.811634759,98.91332636,1.086673644,74.68983573,62.67301176,0.896828104,98.58922391,1.410776094,63.56983987,63.2531814,0.413428421,99.35063541,0.649364592,63.66660982,10x
HPF,5,3,,20180924-angasi108-10x.tif,307200,242.5,1636.5,65,167624.5,673.5,219042.5,101.5,217036.5,,,,,,,0.532714844,0.078938802,87.09419904,12.90580096,0.611653646,54.56526693,0.021158854,99.96123788,0.038762117,54.58642578,71.30289714,0.219238281,99.69346793,0.306532069,71.52213542,70.64990234,0.033040365,99.95325553,0.046744467,70.68294271,10x
HPF,5,2,,20180924-angasi112-10x.tif,4915200,547798,0,337922.5,1744355,785605.5,2800032,159508,2807560.5,,,,,,,0,11.14497884,0,100,11.14497884,35.48899333,6.875050863,83.77149539,16.22850461,42.36404419,56.96679688,15.98318481,78.09021408,21.90978592,72.94998169,57.1199646,3.245198568,94.62405401,5.375945988,60.36516317,10x
HPF,5,3,,20180924-angasi117-10x-scale.tif,307200,3583.5,0,2503,93473.5,5079.5,192716.5,1520,213008,,,,,,,0,1.166503906,0,100,1.166503906,30.42757161,0.814778646,97.39206993,2.607930066,31.24235026,62.73323568,1.653483073,97.43195009,2.56804991,64.38671875,69.33854167,0.494791667,99.29146778,0.70853222,69.83333333,10x
HPF,5,3,,20180924-angasi117-10x-tiled-scale.tif,17868114,210341.5,0,176930.5,426592.5,309767.5,16079263,227164,16523552.5,,,,,,,0,1.177189154,0,100,1.177189154,2.387451188,0.990202435,70.68371876,29.31628124,3.377653624,89.98858525,1.733632884,98.10990955,1.890090448,91.72221814,92.47507879,1.271337311,98.64385503,1.356144974,93.7464161,10x
HPF,5,3,,20180924-angasi117-10x-tiled.tif,17868114,515729,0,211559,0,605224.5,17280096.5,468580,17551981,,,,,,,0,2.886309098,0,100,2.886309098,0,1.184002968,0,100,1.184002968,96.70912386,3.387176173,96.61608254,3.383917459,100.0963,98.2307422,2.622436817,97.39974799,2.600252012,100.853179,10x
HPF,5,3,,20180924-angasi117-40x-scale.tif,307200,25586,0,128313.5,140958.5,75050.5,213267,8824,251817.5,,,,,,,0,8.328776042,0,100,8.328776042,45.88492839,41.76871745,52.34799756,47.65200244,87.65364583,69.42285156,24.4305013,73.96949543,26.03050457,93.85335286,81.97184245,2.872395833,96.6145069,3.385493101,84.84423828,40x
HPF,5,3,,20180924-angasi117-40x.tif,4915200,1008660.5,0,2984737.5,1978529.5,2550790.5,4054834.5,484634,4319025.5,,,,,,,0,20.52125041,0,100,20.52125041,40.25328573,60.72463989,39.86345083,60.13654917,100.9779256,82.49581909,51.89596558,61.38456997,38.61543003,134.3917847,87.87079875,9.859903971,89.91115003,10.08884997,97.73070272,40x
HPF,5,3,,20180924-angasi120-10x-tiled-scale.tif,17841264,655437.5,0,874848.5,2498808.5,993213.5,14940385.5,851389,15738782.5,,,,,,,0,3.673716728,0,100,3.673716728,14.00578177,4.903511881,74.06824404,25.93175596,18.90929365,83.7406223,5.566945817,93.7665464,6.233453597,89.30756812,88.21562474,4.772021758,94.86811212,5.131887877,92.9876465,10x
HPF,5,3,,20180924-angasi120-10x-tiled.tif,17841264,589956,0,352592,369555,824258.5,17733413,1075349.5,17761064.5,,,,,,,0,3.306693965,0,100,3.306693965,2.071349877,1.976272533,51.17448387,48.82551613,4.047622411,99.39549687,4.619955739,95.55839481,4.441605187,104.0154526,99.55048308,6.027316787,94.29111348,5.708886522,105.5777999,10x
HPF,5,3,,20180924-angasi120-10x-scale.tif,307200,5567,0,4434,115297.5,18249,178578,1983,182298,,,,,,,0,1.812174479,0,100,1.812174479,37.53173828,1.443359375,96.2967139,3.703286103,38.97509766,58.13085938,5.940429688,90.72840616,9.271593836,64.07128906,59.34179688,0.645507813,98.92392596,1.076074039,59.98730469,10x
HPF,5,3,,20180924-angasi120-10x.tif,4915200,111597,0,183531.5,2217911.5,311118.5,2955237,43721.5,3013337,,,,,,,0,2.270446777,0,100,2.270446777,45.12352498,3.733957926,92.35744925,7.64255075,48.85748291,60.12445068,6.329722087,90.47505699,9.524943014,66.45417277,61.30649821,0.889516195,98.56981801,1.430181987,62.1960144,10x
HPF,5,3,,20180924-angasi120-60x-scale.tif,307200,58388.5,0,131035,62881,105862,196849,44199.5,251583.5,,,,,,,0,19.00667318,0,100,19.00667318,20.46907552,42.6546224,32.42692712,67.57307288,63.12369792,64.07845052,34.46028646,65.02869073,34.97130927,98.53873698,81.89567057,14.38785807,85.05678149,14.94321851,96.28352865,60x
HPF,5,2,,20180924-angasi128-10x-scale.tif,307200,524.5,1515.5,647,127843.5,3111,177409.5,213.5,168710,,,,,,,0.493326823,0.170735677,74.28921569,25.71078431,0.6640625,41.61572266,0.210611979,99.49646083,0.503539172,41.82633464,57.75048828,1.012695313,98.27665002,1.72334998,58.76318359,54.91861979,0.069498698,99.87361143,0.126388572,54.98811849,10x
HPF,5,2,,20180924-angasi128-10x-tiled-scale.tif,17846160,277180,0,455395,15135189,441833,11405265,236325,11403957.5,,,,,,,0,1.553163258,0,100,1.553163258,84.80921946,2.551781448,97.07903822,2.920961781,87.36100091,63.90879046,2.475787508,96.27053815,3.729461848,66.38457797,63.90146396,1.324234457,97.96976577,2.030234232,65.22569841,10x
HPF,5,2,,20180924-angasi128-10x.tif,4915200,21249,238496.5,38658.5,1984470,150802.5,2613263,10659.5,2631330,,,,,,,4.852223714,0.432312012,91.81930005,8.180699954,5.284535726,40.37414551,0.786509196,98.08917229,1.910827711,41.1606547,53.16697184,3.068084717,94.54417777,5.45582223,56.23505656,53.5345459,0.216868083,99.59653511,0.403464889,53.75141398,10x
HPF,5,2,,20180924-angasi128-40x-scale.tif,307200,0.5,61422.5,0,173353.5,121.5,200064.5,0,196312.5,,,,,,,19.99430339,0.00016276,99.99918597,0.000814027,19.99446615,56.43017578,0,100,0,56.43017578,65.12516276,0.039550781,99.93930645,0.060693555,65.16471354,63.90380859,0,100,0,63.90380859,40x
HPF,5,2,,20180924-angasi128-40x.tif,4915200,34.5,1122393.5,38.5,2777499.5,6306.5,3273602.5,0,3175887,,,,,,,22.83515422,0.000701904,99.99692631,0.003073694,22.83585612,56.50837199,0.000783285,99.99861388,0.00138612,56.50915527,66.60161336,0.128306071,99.80772332,0.192276676,66.72991943,64.61358643,0,100,0,64.61358643,40x
HPF,5,3,X,20180924-angasi129-40x-2.tif,4915200,6503.5,367566.5,4543,3153638,86066.5,3648280,3904,3611060,,,,,,,7.478159587,0.132314046,98.26142166,1.738578341,7.610473633,64.16092936,0.092427572,99.85615137,0.143848627,64.25335693,74.22444661,1.751027425,97.69527279,2.304727213,75.97547404,73.46720378,0.079427083,99.89200446,0.107995543,73.54663086,40x
HPF,5,3,X,20180924-angasi129-10x-scale.tif,307200,502,37013,0,124689,90,231625.5,4.5,245492.5,,,,,,,12.0485026,0.163411458,98.66186859,1.338131414,12.21191406,40.58886719,0,100,0,40.58886719,75.39892578,0.029296875,99.96115927,0.038840734,75.42822266,79.91292318,0.001464844,99.99816698,0.001833016,79.91438802,10x
HPF,5,3,X,20180924-angasi129-40x-3-scale.tif,307200,3766,15131,30.5,180703.5,2006.5,211151.5,34.5,216611.5,,,,,,,4.925455729,1.225911458,80.07091073,19.92908927,6.151367188,58.82275391,0.009928385,99.98312437,0.016875629,58.83268229,68.73421224,0.653157552,99.05867948,0.941320523,69.38736979,70.51155599,0.011230469,99.9840754,0.015924596,70.52278646,40x
HPF,5,3,X,20180924-angasi129-40x-3.tif,4915200,40831.5,176055,2848.5,2986193,21331,3440624.5,1813.5,3508778.5,,,,,,,3.581848145,0.830718994,81.17379367,18.82620633,4.412567139,60.75425212,0.057952881,99.90470189,0.095298108,60.812205,69.99968465,0.433980306,99.38384534,0.616154656,70.43366496,71.38628133,0.036895752,99.94834205,0.051657954,71.42317708,40x
HPF,5,3,X,20180924-angasi129-40x-scale.tif,4915200,434357,0,1470438,1672756.5,1585997.5,4177348.5,636366.5,4454988,,,,,,,0,8.837015788,0,100,8.837015788,34.03231812,29.9161377,53.21835795,46.78164205,63.94845581,84.9883728,32.26720174,72.48130687,27.51869313,117.2555745,90.63696289,12.94690959,87.5010373,12.4989627,103.5838725,40x
HPF,5,3,X,20180924-angasi129-40x-2-scale.tif,4915200,6503.5,348177,4543,3147653.5,86066.5,3644297,3904,3607162.5,,,,,,,7.083679199,0.132314046,98.16637791,1.833622091,7.215993245,64.0391744,0.092427572,99.85587827,0.144121726,64.13160197,74.14341227,1.751027425,97.69281197,2.307188026,75.8944397,73.38790894,0.079427083,99.8918879,0.108112105,73.46733602,40x
HPF,5,3,X,20180924-angasi129-10x-tiled-scale.tif,17842503,150172,0,160593.5,1738926.5,251307,14265677,232762.5,14884649.5,,,,,,,0,0.841653214,0,100,0.841653214,9.745978465,0.900061499,91.54557467,8.454425329,10.64603996,79.95333951,1.408473912,98.26887596,1.731124041,81.36181342,83.42242958,1.304539503,98.46030194,1.539698065,84.72696908,10x
HPF,5,3,X,20180924-angasi129-10x-tiled.tif,17842503,404527,0,206147,438019,512816,17174464,390132.5,17548207,,,,,,,0,2.267209931,0,100,2.267209931,2.454919021,1.15537041,67.99784528,32.00215472,3.610289431,96.25591208,2.8741259,97.10065086,2.899349137,99.13003798,98.35059016,2.186534591,97.82514708,2.174852918,100.5371248,10x
HPF,5,3,X,20180924-angasi129-10x.tif,4915200,12861.5,638080.5,10.5,2241693,3527,3588570,68.5,3781951.5,,,,,,,12.98178101,0.261667887,98.02417112,1.975828876,13.24344889,45.60736084,0.000213623,99.99953161,0.000468394,45.60757446,73.00964355,0.071756999,99.90181223,0.098187772,73.08140055,76.94400024,0.001393636,99.9981888,0.001811201,76.94539388,10x
HPF,1,2,,20180924-angasi132-10x-tiled-scale.tif,17807144,426841,0,654584,15195941.5,626667.5,7177729,435380.5,8187336.5,,,,,,,0,2.397021106,0,100,2.397021106,85.33620832,3.675962861,95.87026941,4.129730588,89.01217118,40.30814262,3.519191511,91.97032724,8.029672762,43.82733413,45.97781935,2.444976578,94.95077364,5.049226363,48.42279593,10x
